0.0,j_1,J3_1_2,43,100.0,0.49,3
0.0,j_1,M2,2,100.0,0.3,1
0.0,j_1,M1,40,100.0,0.35,1
0.1,j_2,M1,11,50.0,0.39,1
0.1,j_3,M1,11,50.0,0.39,1
0.1,j_4,M1,8,50.0,0.39,1
0.2,j_5,M1,9,50.0,0.39,1
0.4,j_6,M1,6,50.0,0.3,1
0.4,j_6,R2_1,8,50.0,0.3,1
0.8,j_7,M1,182,50.0,0.39,6
0.8,j_8,R4_3,19,100.0,0.39,3
0.8,j_8,M3_2,18,100.0,0.3,3
0.8,j_8,R2_1,1,100.0,0.39,1
0.8,j_8,M1,1,100.0,0.3,1
0.9,j_9,task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,34,100.0,0.39,5
1.1,j_10,M1,1,50.0,0.2,1
1.1,j_10,R2_1,1,50.0,0.2,1
1.2000000000000002,j_11,R4_3,17,100.0,0.39,1
1.2000000000000002,j_11,M1,1,100.0,0.3,1
1.2000000000000002,j_11,R2_1,1,100.0,0.39,1
1.2000000000000002,j_11,M3_2,17,100.0,0.3,1
1.3,j_12,M2,1,100.0,0.3,1
1.3,j_12,M1,21,100.0,0.3,1
1.3,j_12,J3_1_2,24,100.0,0.59,3
1.3,j_12,R4_3,25,100.0,0.39,3
1.4000000000000001,j_13,M1,0,100.0,0.3,2
1.4000000000000001,j_13,R2_1,1,100.0,0.39,1
1.4000000000000001,j_14,R10_8_9,64,100.0,0.49,77
1.4000000000000001,j_14,M3,2,100.0,0.3,1
1.4000000000000001,j_14,M8,48,100.0,0.3,56
1.4000000000000001,j_14,J14_6_13,68,100.0,0.59,87
1.4000000000000001,j_14,J12_10_11,66,100.0,0.59,81
1.4000000000000001,j_14,M1,1,100.0,0.3,1
1.4000000000000001,j_14,R4_3,2,100.0,0.39,1
1.4000000000000001,j_14,J13_7_12,68,100.0,0.59,85
1.4000000000000001,j_14,M6,10,100.0,0.3,1
1.4000000000000001,j_14,M5,12,100.0,0.3,34
1.4000000000000001,j_14,R16_15,70,100.0,0.39,1
1.4000000000000001,j_14,M7,32,100.0,0.3,4
1.4000000000000001,j_14,J15_2_4_5_14,70,100.0,0.59,123
1.4000000000000001,j_14,M9,53,100.0,0.3,20
1.4000000000000001,j_14,R2_1,2,100.0,0.39,1
1.4000000000000001,j_14,M11,20,100.0,0.3,3
1.8,j_15,R2_1,4,100.0,0.39,1
1.8,j_15,M1,4,100.0,0.3,1
1.9000000000000001,j_16,M1,21,50.0,0.2,2
1.9000000000000001,j_16,M2,23,50.0,0.2,2
2.0,j_17,J3_1_2,10,100.0,0.49,3
2.0,j_17,M2,3,100.0,0.3,1
2.0,j_17,M1,9,100.0,0.35,2
2.2,j_18,M1,1,50.0,0.2,1
